Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Arena,Attend.,Attend./G,Year,Playoffs,Playoffs_S,W/L%
Golden State Warriors,27.4,73.0,9.0,65.0,17.0,10.76,-0.38,10.38,114.5,103.8,10.7,99.3,0.25,0.362,0.593,0.563,13.5,23.5,0.191,0.479,12.6,76.0,0.208,Oracle Arena,803436.0,19596.0,2016,True,False,
Oklahoma City Thunder,25.8,55.0,27.0,59.0,23.0,7.28,-0.19,7.09,113.1,105.6,7.5,96.7,0.292,0.275,0.565,0.524,14.0,31.1,0.228,0.484,11.7,76.0,0.205,Chesapeake Energy Arena,746323.0,18203.0,2016,True,False,
Cleveland Cavaliers,28.1,57.0,25.0,57.0,25.0,6.0,-0.55,5.45,110.9,104.5,6.4,93.3,0.259,0.352,0.558,0.524,12.7,25.1,0.194,0.496,12.6,78.5,0.205,Quicken Loans Arena,843042.0,20562.0,2016,True,False,
Toronto Raptors,26.3,56.0,26.0,53.0,29.0,4.5,-0.42,4.08,110.0,105.2,4.8,92.9,0.328,0.287,0.552,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,Air Canada Centre,812863.0,19826.0,2016,True,False,
Los Angeles Clippers,29.7,53.0,29.0,53.0,29.0,4.28,-0.15,4.13,108.3,103.8,4.5,95.8,0.318,0.324,0.556,0.524,12.1,20.1,0.22,0.48,13.8,73.8,0.222,STAPLES Center,786910.0,19193.0,2016,True,False,
Atlanta Hawks,28.2,48.0,34.0,51.0,31.0,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.237,0.336,0.552,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.194,Philips Arena,690150.0,16833.0,2016,True,False,
Boston Celtics,25.2,48.0,34.0,50.0,32.0,3.21,-0.37,2.84,106.8,103.6,3.2,98.5,0.264,0.293,0.531,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231,TD Garden,749076.0,18270.0,2016,True,False,
Charlotte Hornets,26.0,48.0,34.0,49.0,33.0,2.72,-0.36,2.36,107.1,104.3,2.8,95.7,0.28,0.348,0.545,0.502,11.7,20.0,0.222,0.496,12.5,79.8,0.191,Time Warner Cable Arena,716894.0,17485.0,2016,True,False,
Utah Jazz,24.2,40.0,42.0,46.0,36.0,1.79,0.05,1.84,105.9,103.9,2.0,91.0,0.286,0.297,0.54,0.501,14.2,25.9,0.213,0.495,13.5,77.7,0.21,Vivint Smart Home Arena,791489.0,19305.0,2016,False,False,
Miami Heat,28.4,48.0,34.0,46.0,36.0,1.65,-0.14,1.5,106.1,104.4,1.7,93.6,0.282,0.221,0.545,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196,AmericanAirlines Arena,809350.0,19740.0,2016,True,False,
Indiana Pacers,26.9,45.0,37.0,46.0,36.0,1.71,-0.09,1.62,104.6,102.9,1.7,96.6,0.268,0.27,0.536,0.497,13.5,23.4,0.205,0.489,14.3,76.0,0.205,Bankers Life Fieldhouse,690733.0,16847.0,2016,True,False,
Portland Trail Blazers,24.3,44.0,38.0,43.0,39.0,0.83,0.15,0.98,108.8,108.0,0.8,96.0,0.268,0.332,0.548,0.511,13.2,25.9,0.202,0.503,12.1,76.2,0.225,Moda Center,794085.0,19368.0,2016,True,False,
Detroit Pistons,25.0,44.0,38.0,43.0,39.0,0.61,-0.18,0.43,106.1,105.5,0.6,95.1,0.296,0.303,0.522,0.491,12.2,27.0,0.197,0.504,12.5,79.3,0.196,The Palace of Auburn Hills,677138.0,16516.0,2016,True,False,
Houston Rockets,27.8,41.0,41.0,42.0,40.0,0.2,0.14,0.34,108.3,108.1,0.2,97.6,0.352,0.37,0.553,0.516,14.2,25.7,0.244,0.516,14.7,72.8,0.219,Toyota Center,737244.0,17982.0,2016,True,False,
Dallas Mavericks,30.3,42.0,40.0,40.0,42.0,-0.3,0.29,-0.02,106.7,107.0,-0.3,94.3,0.265,0.339,0.544,0.502,12.0,20.6,0.211,0.504,12.8,76.2,0.198,American Airlines Center,825901.0,20144.0,2016,True,False,
Washington Wizards,27.3,41.0,41.0,40.0,42.0,-0.5,0.0,-0.5,105.3,105.8,-0.5,98.5,0.263,0.282,0.544,0.511,13.1,20.6,0.192,0.515,14.6,77.7,0.218,Verizon Center,725426.0,17693.0,2016,False,False,
Chicago Bulls,27.6,42.0,40.0,37.0,45.0,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,0.24,0.244,0.526,0.487,12.6,24.5,0.189,0.485,10.7,74.9,0.182,United Center,894659.0,21821.0,2016,False,False,
Orlando Magic,23.9,35.0,47.0,36.0,46.0,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,0.232,0.255,0.533,0.5,12.8,23.1,0.175,0.513,13.8,76.5,0.215,Amway Center,719275.0,17515.0,2016,False,False,
Sacramento Kings,26.6,33.0,49.0,34.0,48.0,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,0.295,0.26,0.546,0.51,14.2,23.9,0.214,0.521,14.0,74.9,0.202,Sleep Train Arena,707526.0,17222.0,2016,False,False,
Memphis Grizzlies,30.5,42.0,40.0,35.0,47.0,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,0.295,0.222,0.524,0.477,12.3,25.3,0.231,0.518,15.2,75.1,0.251,FedEx Forum,701894.0,17119.0,2016,True,False,
New York Knicks,27.2,32.0,50.0,33.0,49.0,-2.73,0.0,-2.74,104.6,107.6,-3.0,93.4,0.255,0.256,0.527,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,Madison Square Garden (IV),812292.0,19812.0,2016,False,False,
Denver Nuggets,24.7,33.0,49.0,33.0,49.0,-3.1,0.29,-2.81,105.6,108.9,-3.3,95.7,0.282,0.277,0.531,0.489,13.2,25.8,0.216,0.515,12.6,77.3,0.216,Pepsi Center,577898.0,14095.0,2016,False,False,
Minnesota Timberwolves,24.6,29.0,53.0,31.0,51.0,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,0.332,0.202,0.549,0.498,13.9,24.3,0.263,0.524,13.6,74.7,0.2,Target Center,581178.0,14175.0,2016,False,False,
New Orleans Pelicans,26.6,30.0,52.0,31.0,51.0,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,0.259,0.277,0.537,0.498,12.3,21.2,0.201,0.523,12.7,78.8,0.225,Smoothie King Center,688549.0,16794.0,2016,False,False,
Milwaukee Bucks,23.5,33.0,49.0,29.0,53.0,-4.18,0.2,-3.98,104.3,108.7,-4.4,94.2,0.276,0.189,0.537,0.499,14.2,24.9,0.207,0.51,14.2,73.1,0.221,BMO Harris Bradley Center,621808.0,15166.0,2016,False,False,
Phoenix Suns,26.0,23.0,59.0,24.0,58.0,-6.66,0.34,-6.32,102.2,109.0,-6.8,98.5,0.271,0.302,0.526,0.487,15.2,25.4,0.204,0.523,13.5,77.1,0.237,Talking Stick Resort Arena,701405.0,17107.0,2016,False,False,
Brooklyn Nets,26.9,21.0,61.0,22.0,60.0,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,0.246,0.218,0.527,0.492,13.6,24.1,0.186,0.534,13.1,75.7,0.176,Barclays Center,620142.0,15125.0,2016,False,False,
Los Angeles Lakers,26.5,17.0,65.0,17.0,65.0,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,0.292,0.29,0.509,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,STAPLES Center,778877.0,18997.0,2016,False,False,
Philadelphia 76ers,23.3,10.0,72.0,16.0,66.0,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,0.269,0.327,0.519,0.487,14.8,20.6,0.186,0.51,13.5,74.0,0.24,Wells Fargo Center,614650.0,14991.0,2016,False,False,
League Average,26.8,,,41.0,41.0,0.0,0.0,0.0,106.4,106.4,,95.8,0.276,0.285,0.541,0.502,13.2,23.8,0.209,0.502,13.2,76.2,0.209,,732555.0,17866.0,2016,False,False,
San Antonio Spurs,30.7,6.0,4.0,8.0,2.0,,,,111.0,101.1,9.9,91.9,0.248,0.232,0.557,0.519,11.2,20.3,0.199,0.467,14.2,71.7,0.208,,,,2016,,True,0.6
Cleveland Cavaliers,28.0,16.0,5.0,16.0,5.0,,,,115.5,106.0,9.5,90.7,0.267,0.37,0.573,0.544,12.0,26.8,0.193,0.51,12.8,79.0,0.189,,,,2016,,True,0.762
Oklahoma City Thunder,25.6,11.0,7.0,12.0,6.0,,,,111.8,106.2,5.6,95.2,0.326,0.295,0.551,0.501,12.6,29.6,0.256,0.499,11.5,78.7,0.191,,,,2016,,True,0.611
Golden State Warriors,27.4,15.0,9.0,15.0,9.0,,,,110.5,106.1,4.4,97.0,0.272,0.379,0.562,0.529,12.7,23.9,0.2,0.481,13.1,72.4,0.226,,,,2016,,True,0.625
Miami Heat,28.7,7.0,7.0,9.0,5.0,,,,105.1,101.7,3.4,90.2,0.264,0.238,0.539,0.5,12.8,23.0,0.202,0.451,10.4,80.5,0.241,,,,2016,,True,0.5
Indiana Pacers,26.4,3.0,4.0,4.0,3.0,,,,105.5,103.9,1.6,88.8,0.319,0.284,0.549,0.495,14.5,23.5,0.261,0.437,12.8,67.2,0.246,,,,2016,,True,0.429
Los Angeles Clippers,29.3,2.0,4.0,3.0,3.0,,,,104.9,103.9,1.0,93.7,0.345,0.229,0.502,0.471,9.0,23.5,0.216,0.467,12.0,71.3,0.193,,,,2016,,True,0.333
Atlanta Hawks,28.3,4.0,6.0,5.0,5.0,,,,103.5,104.5,-1.0,95.7,0.242,0.375,0.533,0.494,13.3,20.7,0.192,0.487,12.7,75.0,0.175,,,,2016,,True,0.4
Portland Trail Blazers,24.8,5.0,6.0,5.0,6.0,,,,108.1,110.7,-2.6,96.2,0.287,0.351,0.523,0.483,11.5,26.6,0.212,0.507,10.1,75.5,0.22,,,,2016,,True,0.455
Toronto Raptors,26.1,10.0,10.0,7.0,13.0,,,,102.8,107.5,-4.7,89.4,0.301,0.282,0.507,0.463,12.4,25.1,0.222,0.514,13.6,77.3,0.237,,,,2016,,True,0.5
Boston Celtics,25.0,2.0,4.0,2.0,4.0,,,,93.8,100.5,-6.7,98.3,0.235,0.352,0.475,0.432,12.9,21.5,0.184,0.481,13.3,80.6,0.191,,,,2016,,True,0.333
Charlotte Hornets,26.9,3.0,4.0,1.0,6.0,,,,99.2,109.0,-9.8,91.0,0.309,0.231,0.494,0.432,9.4,15.9,0.259,0.517,11.8,75.9,0.186,,,,2016,,True,0.429
Detroit Pistons,24.1,0.0,4.0,1.0,3.0,,,,109.4,119.2,-9.8,86.8,0.292,0.309,0.559,0.537,11.0,18.4,0.189,0.546,8.6,75.5,0.147,,,,2016,,True,0.0
Houston Rockets,28.5,1.0,4.0,0.0,5.0,,,,92.7,111.8,-19.1,98.4,0.32,0.332,0.467,0.43,16.3,29.9,0.206,0.552,12.9,77.1,0.199,,,,2016,,True,0.2
Dallas Mavericks,30.4,1.0,4.0,0.0,5.0,,,,102.1,122.0,-19.9,91.8,0.298,0.264,0.511,0.474,11.4,21.5,0.207,0.537,12.0,65.5,0.278,,,,2016,,True,0.2
Memphis Grizzlies,30.8,0.0,4.0,0.0,4.0,,,,90.9,115.6,-24.7,89.1,0.215,0.197,0.455,0.423,14.8,28.8,0.151,0.552,13.7,77.3,0.246,,,,2016,,True,0.0
League Average,27.4,,,6.0,5.0,,,,106.7,106.7,,93.0,0.283,0.31,0.534,0.495,12.4,24.4,0.212,0.495,12.4,75.6,0.212,,,,2016,,True,
Golden State Warriors,28.2,67.0,15.0,67.0,15.0,11.63,-0.28,11.35,115.6,104.0,11.6,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,0.486,13.5,74.9,0.198,Oracle Arena,803436.0,19596.0,2017,True,False,
San Antonio Spurs,29.6,61.0,21.0,60.0,22.0,7.2,-0.06,7.13,111.1,103.5,7.6,94.2,0.263,0.281,0.564,0.524,12.6,24.0,0.21,0.492,13.5,77.6,0.192,AT&T Center,755347.0,18423.0,2017,True,False,
Houston Rockets,27.4,55.0,27.0,55.0,27.0,5.77,0.08,5.84,114.7,109.0,5.7,100.0,0.304,0.462,0.583,0.545,13.3,24.6,0.233,0.519,13.2,75.8,0.194,Toyota Center,695903.0,16973.0,2017,True,False,
Toronto Raptors,26.1,51.0,31.0,52.0,30.0,4.21,-0.56,3.65,112.3,107.8,4.5,94.7,0.293,0.289,0.561,0.517,11.8,25.0,0.233,0.507,13.5,76.3,0.223,Air Canada Centre,813050.0,19830.0,2017,True,False,
Los Angeles Clippers,30.0,51.0,31.0,52.0,30.0,4.29,0.13,4.42,112.7,108.2,4.5,96.1,0.312,0.329,0.574,0.537,12.0,21.5,0.233,0.506,12.1,76.9,0.211,STAPLES Center,782609.0,19088.0,2017,True,False,
Utah Jazz,26.8,51.0,31.0,52.0,30.0,3.94,0.06,4.0,109.6,105.3,4.3,91.6,0.288,0.327,0.563,0.526,13.2,23.2,0.215,0.493,11.8,78.9,0.195,Vivint Smart Home Arena,806142.0,19662.0,2017,True,False,
Cleveland Cavaliers,29.2,51.0,31.0,49.0,33.0,3.18,-0.31,2.87,113.6,110.3,3.3,96.2,0.275,0.399,0.58,0.547,12.6,21.9,0.206,0.516,11.4,75.8,0.174,Quicken Loans Arena,843042.0,20562.0,2017,True,False,
Boston Celtics,25.9,53.0,29.0,48.0,34.0,2.63,-0.39,2.25,111.2,108.4,2.8,96.8,0.273,0.393,0.567,0.525,12.2,21.2,0.22,0.503,12.6,75.3,0.223,TD Garden,760690.0,18553.0,2017,True,False,
Washington Wizards,26.0,49.0,33.0,46.0,36.0,1.8,-0.45,1.36,111.2,109.3,1.9,97.4,0.254,0.284,0.564,0.528,12.8,24.1,0.199,0.524,13.8,75.5,0.213,Verizon Center,697107.0,17003.0,2017,True,False,
Miami Heat,26.5,41.0,41.0,44.0,38.0,1.06,-0.29,0.77,107.8,106.7,1.1,95.2,0.251,0.314,0.541,0.512,12.4,24.2,0.177,0.496,12.6,76.4,0.22,AmericanAirlines Arena,805400.0,19644.0,2017,False,False,
Oklahoma City Thunder,24.7,47.0,35.0,43.0,39.0,0.76,0.39,1.14,108.3,107.5,0.8,97.8,0.295,0.295,0.54,0.5,13.2,27.9,0.22,0.511,12.5,79.0,0.218,Chesapeake Energy Arena,746323.0,18203.0,2017,True,False,
Memphis Grizzlies,29.5,43.0,39.0,42.0,40.0,0.49,0.47,0.96,107.7,107.1,0.6,92.3,0.28,0.316,0.535,0.491,12.1,24.8,0.219,0.506,13.6,77.5,0.256,FedEx Forum,677314.0,16520.0,2017,True,False,
Denver Nuggets,25.2,40.0,42.0,42.0,40.0,0.51,0.19,0.7,113.2,112.7,0.5,98.3,0.276,0.329,0.568,0.53,13.2,27.3,0.214,0.532,10.9,78.7,0.194,Pepsi Center,605585.0,14672.0,2017,False,False,
Chicago Bulls,26.9,41.0,41.0,42.0,40.0,0.43,-0.39,0.03,107.4,107.0,0.4,95.3,0.259,0.256,0.53,0.487,12.3,27.0,0.206,0.507,12.4,76.8,0.169,United Center,888882.0,21680.0,2017,True,False,
Charlotte Hornets,26.5,36.0,46.0,42.0,40.0,0.2,-0.26,-0.07,108.8,108.6,0.2,95.7,0.279,0.335,0.547,0.501,10.7,19.9,0.227,0.523,12.1,79.6,0.164,Spectrum Center,710643.0,17333.0,2017,False,False,
Indiana Pacers,27.0,42.0,40.0,40.0,42.0,-0.22,-0.42,-0.64,108.6,108.8,-0.2,95.9,0.261,0.272,0.558,0.516,12.8,21.2,0.212,0.512,13.6,75.5,0.225,Bankers Life Fieldhouse,684578.0,16697.0,2017,True,False,
Milwaukee Bucks,25.6,42.0,40.0,40.0,42.0,-0.18,-0.26,-0.45,109.1,109.3,-0.2,94.5,0.274,0.29,0.565,0.527,13.2,21.5,0.21,0.518,13.6,75.4,0.215,BMO Harris Bradley Center,648952.0,15828.0,2017,True,False,
Portland Trail Blazers,24.8,41.0,41.0,40.0,42.0,-0.52,0.3,-0.23,110.3,110.8,-0.5,96.7,0.275,0.322,0.559,0.52,12.5,23.0,0.214,0.508,11.6,76.8,0.241,Moda Center,792029.0,19318.0,2017,True,False,
Atlanta Hawks,27.9,43.0,39.0,39.0,43.0,-0.85,-0.38,-1.23,104.9,105.7,-0.8,97.4,0.295,0.309,0.541,0.504,14.2,23.6,0.215,0.507,13.8,76.1,0.179,Philips Arena,654306.0,15959.0,2017,True,False,
Detroit Pistons,25.4,37.0,45.0,38.0,44.0,-1.12,-0.17,-1.29,106.0,107.1,-1.1,95.0,0.218,0.263,0.521,0.492,10.9,24.1,0.157,0.516,12.1,81.2,0.197,The Palace of Auburn Hills,655141.0,15979.0,2017,False,False,
Minnesota Timberwolves,24.0,31.0,51.0,38.0,44.0,-1.11,0.47,-0.64,110.8,112.0,-1.2,94.6,0.287,0.249,0.555,0.511,12.9,27.2,0.229,0.535,13.2,75.9,0.212,Target Center,607203.0,14810.0,2017,False,False,
New Orleans Pelicans,25.7,34.0,48.0,35.0,47.0,-2.1,0.41,-1.69,105.2,107.4,-2.2,98.0,0.256,0.308,0.539,0.504,11.7,18.5,0.192,0.509,12.4,76.8,0.177,Smoothie King Center,663099.0,16173.0,2017,False,False,
Dallas Mavericks,27.6,33.0,49.0,33.0,49.0,-2.93,0.4,-2.53,105.6,108.8,-3.2,92.2,0.225,0.366,0.541,0.505,11.6,18.1,0.18,0.529,14.4,77.6,0.218,American Airlines Center,811366.0,19789.0,2017,False,False,
New York Knicks,27.3,31.0,51.0,31.0,51.0,-3.67,-0.2,-3.87,107.7,111.5,-3.8,96.0,0.239,0.279,0.534,0.496,12.4,26.6,0.188,0.511,11.7,74.1,0.214,Madison Square Garden (IV),810741.0,19774.0,2017,False,False,
Sacramento Kings,27.9,32.0,50.0,31.0,51.0,-3.88,0.58,-3.29,107.3,111.3,-4.0,94.9,0.284,0.291,0.556,0.516,13.7,21.0,0.22,0.528,12.9,76.3,0.227,Golden 1 Center,721928.0,17608.0,2017,False,False,
Phoenix Suns,25.0,24.0,58.0,27.0,55.0,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,0.297,0.255,0.538,0.493,13.4,26.0,0.231,0.525,13.1,76.4,0.264,Talking Stick Resort Arena,708639.0,17134.0,2017,False,False,
Philadelphia 76ers,24.6,28.0,54.0,26.0,56.0,-5.7,-0.14,-5.83,103.2,108.9,-5.7,98.5,0.258,0.349,0.539,0.501,14.9,22.4,0.199,0.512,13.5,75.3,0.234,Wells Fargo Center,710557.0,17331.0,2017,False,False,
Brooklyn Nets,26.0,20.0,62.0,24.0,58.0,-6.73,-0.01,-6.74,104.1,110.7,-6.6,101.3,0.289,0.371,0.551,0.507,14.7,19.6,0.228,0.513,11.6,76.1,0.212,Barclays Center,632608.0,15429.0,2017,False,False,
Orlando Magic,25.3,29.0,53.0,24.0,58.0,-6.57,-0.04,-6.61,103.7,110.5,-6.8,96.8,0.246,0.3,0.524,0.489,12.1,21.6,0.184,0.523,11.9,77.4,0.201,Amway Center,727875.0,17753.0,2017,False,False,
Los Angeles Lakers,25.1,26.0,56.0,24.0,58.0,-6.88,0.58,-6.29,106.0,113.0,-7.0,98.5,0.259,0.295,0.537,0.501,13.5,25.0,0.195,0.542,13.0,75.8,0.213,STAPLES Center,776917.0,18949.0,2017,False,False,
League Average,26.6,,,41.0,41.0,0.0,0.0,0.0,108.8,108.8,,96.4,0.271,0.316,0.552,0.514,12.7,23.3,0.209,0.514,12.7,76.7,0.209,,733247.0,17880.0,2017,False,False,
Golden State Warriors,28.3,16.0,1.0,14.0,3.0,,,,119.0,105.5,13.5,100.3,0.292,0.378,0.608,0.567,12.2,22.4,0.238,0.487,12.3,76.6,0.212,,,,2017,,True,0.941
Cleveland Cavaliers,29.3,13.0,5.0,13.0,5.0,,,,120.3,112.1,8.2,96.6,0.316,0.408,0.614,0.579,12.1,23.6,0.242,0.521,11.9,76.1,0.189,,,,2017,,True,0.722
Houston Rockets,28.1,6.0,5.0,6.0,5.0,,,,110.7,109.5,1.2,96.4,0.304,0.452,0.559,0.514,12.7,22.7,0.24,0.502,11.1,71.7,0.187,,,,2017,,True,0.545
San Antonio Spurs,29.5,8.0,8.0,9.0,7.0,,,,113.4,112.3,1.1,93.2,0.277,0.282,0.551,0.512,11.6,29.1,0.214,0.539,13.1,78.5,0.208,,,,2017,,True,0.5
Washington Wizards,26.1,7.0,6.0,7.0,6.0,,,,110.9,110.9,0.0,96.7,0.281,0.302,0.549,0.505,12.3,26.6,0.223,0.525,13.3,76.2,0.244,,,,2017,,True,0.538
Milwaukee Bucks,25.0,2.0,4.0,3.0,3.0,,,,103.0,103.7,-0.7,90.5,0.267,0.277,0.533,0.503,13.2,19.1,0.186,0.494,14.4,80.6,0.279,,,,2017,,True,0.333
Atlanta Hawks,27.2,2.0,4.0,3.0,3.0,,,,107.3,108.5,-1.2,98.4,0.343,0.323,0.542,0.493,14.1,26.4,0.262,0.502,11.8,77.3,0.227,,,,2017,,True,0.333
Los Angeles Clippers,30.9,3.0,4.0,3.0,4.0,,,,108.8,110.0,-1.2,89.8,0.312,0.304,0.558,0.526,12.2,19.9,0.217,0.542,12.4,82.1,0.223,,,,2017,,True,0.429
Boston Celtics,25.9,9.0,9.0,7.0,11.0,,,,111.4,114.5,-3.1,93.9,0.242,0.41,0.566,0.532,12.6,22.2,0.187,0.531,13.1,71.5,0.227,,,,2017,,True,0.5
Indiana Pacers,26.4,0.0,4.0,2.0,2.0,,,,114.7,118.9,-4.2,94.8,0.247,0.33,0.564,0.53,12.1,28.3,0.19,0.565,11.9,75.2,0.233,,,,2017,,True,0.0
Utah Jazz,27.8,4.0,7.0,4.0,7.0,,,,106.2,111.3,-5.1,92.1,0.298,0.331,0.552,0.515,12.0,16.7,0.218,0.533,11.4,81.3,0.224,,,,2017,,True,0.364
Toronto Raptors,26.9,4.0,6.0,3.0,7.0,,,,103.8,109.9,-6.1,93.1,0.283,0.296,0.541,0.493,12.6,17.3,0.23,0.539,13.2,81.3,0.222,,,,2017,,True,0.4
Chicago Bulls,26.6,2.0,4.0,2.0,4.0,,,,104.8,112.2,-7.4,92.1,0.24,0.285,0.529,0.483,14.4,29.6,0.204,0.534,11.8,78.5,0.163,,,,2017,,True,0.333
Oklahoma City Thunder,25.3,1.0,4.0,1.0,4.0,,,,105.7,114.4,-8.7,98.6,0.309,0.309,0.525,0.49,11.4,26.0,0.213,0.513,13.1,74.8,0.32,,,,2017,,True,0.2
Memphis Grizzlies,29.7,2.0,4.0,1.0,5.0,,,,110.3,119.8,-9.5,85.8,0.263,0.313,0.559,0.51,11.6,20.3,0.229,0.545,11.4,73.9,0.266,,,,2017,,True,0.333
Portland Trail Blazers,24.8,0.0,4.0,0.0,4.0,,,,99.3,116.9,-17.6,102.3,0.271,0.38,0.507,0.458,13.2,20.6,0.218,0.556,11.1,81.0,0.258,,,,2017,,True,0.0
League Average,27.7,,,5.0,5.0,,,,111.3,111.3,,94.9,0.285,0.348,0.563,0.523,12.4,23.2,0.221,0.523,12.4,76.8,0.221,,,,2017,,True,
Houston Rockets,29.8,65.0,17.0,61.0,21.0,8.48,-0.27,8.21,114.7,106.1,8.6,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,0.521,13.4,79.9,0.171,Toyota Center,732722.0,17871.0,2018,True,False,
Toronto Raptors,25.8,59.0,23.0,60.0,22.0,7.78,-0.49,7.29,113.8,105.9,7.9,97.4,0.25,0.377,0.575,0.539,12.1,23.0,0.198,0.501,13.0,77.7,0.212,Air Canada Centre,813431.0,19840.0,2018,True,False,
Golden State Warriors,28.8,58.0,24.0,56.0,26.0,5.98,-0.19,5.79,113.6,107.6,6.0,99.6,0.239,0.339,0.603,0.569,14.1,21.0,0.195,0.504,12.6,76.3,0.186,Oracle Arena,803436.0,19596.0,2018,True,False,
Utah Jazz,26.7,48.0,34.0,53.0,29.0,4.3,0.17,4.47,108.4,103.9,4.5,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,0.506,14.0,79.8,0.19,Vivint Smart Home Arena,734806.0,17922.0,2018,True,False,
Philadelphia 76ers,25.8,52.0,30.0,53.0,29.0,4.5,-0.2,4.3,109.5,105.0,4.5,99.8,0.263,0.344,0.568,0.535,14.6,25.3,0.198,0.492,12.6,78.6,0.218,Wells Fargo Center,833503.0,20361.0,2018,True,False,
Boston Celtics,24.7,55.0,27.0,51.0,31.0,3.59,-0.35,3.23,107.6,103.9,3.7,96.0,0.243,0.357,0.552,0.518,13.0,21.5,0.188,0.495,13.0,78.4,0.191,TD Garden,763584.0,18624.0,2018,True,False,
Oklahoma City Thunder,27.3,48.0,34.0,50.0,32.0,3.41,0.0,3.42,110.7,107.2,3.5,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.197,0.525,14.7,77.4,0.193,Chesapeake Energy Arena,746322.0,18203.0,2018,True,False,
San Antonio Spurs,29.3,47.0,35.0,49.0,33.0,2.89,0.0,2.89,107.9,104.8,3.1,95.0,0.245,0.282,0.543,0.507,12.2,23.7,0.189,0.507,13.2,78.6,0.17,AT&T Center,754562.0,18404.0,2018,True,False,
Portland Trail Blazers,25.6,49.0,33.0,48.0,34.0,2.6,0.0,2.6,109.1,106.4,2.7,96.5,0.24,0.324,0.549,0.511,12.3,23.3,0.192,0.503,11.7,79.1,0.193,Moda Center,795750.0,19409.0,2018,True,False,
Minnesota Timberwolves,27.1,47.0,35.0,47.0,35.0,2.23,0.12,2.35,113.4,111.1,2.3,96.0,0.28,0.261,0.566,0.523,11.4,24.4,0.225,0.539,13.9,76.4,0.189,Target Center,699308.0,17056.0,2018,True,False,
Denver Nuggets,25.1,46.0,36.0,45.0,37.0,1.48,0.09,1.57,112.5,111.0,1.5,96.8,0.258,0.357,0.57,0.536,13.4,25.7,0.198,0.539,12.6,77.5,0.173,Pepsi Center,702796.0,17141.0,2018,False,False,
Indiana Pacers,26.2,48.0,34.0,45.0,37.0,1.38,-0.2,1.18,109.5,108.1,1.4,96.0,0.222,0.284,0.557,0.525,12.3,22.7,0.173,0.527,14.2,76.2,0.174,Bankers Life Fieldhouse,658119.0,16052.0,2018,True,False,
New Orleans Pelicans,27.6,48.0,34.0,44.0,38.0,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.237,0.319,0.573,0.541,13.3,20.0,0.183,0.513,12.5,76.7,0.175,Smoothie King Center,673920.0,16437.0,2018,True,False,
Cleveland Cavaliers,30.6,50.0,32.0,43.0,39.0,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.275,0.379,0.584,0.547,12.6,20.1,0.214,0.54,12.2,77.3,0.166,Quicken Loans Arena,843042.0,20562.0,2018,True,False,
Washington Wizards,26.9,43.0,39.0,43.0,39.0,0.59,-0.06,0.53,109.3,108.7,0.6,96.6,0.254,0.31,0.56,0.525,13.3,23.5,0.196,0.522,13.6,77.1,0.212,Capital One Arena,739302.0,18032.0,2018,True,False,
Miami Heat,26.5,44.0,38.0,42.0,40.0,0.48,-0.33,0.15,106.8,106.3,0.5,95.6,0.229,0.358,0.551,0.52,13.3,21.5,0.173,0.507,13.1,79.0,0.215,AmericanAirlines Arena,804850.0,19630.0,2018,True,False,
Charlotte Hornets,26.6,36.0,46.0,42.0,40.0,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.312,0.314,0.549,0.508,11.4,22.2,0.233,0.532,12.4,80.7,0.165,Spectrum Center,671404.0,16376.0,2018,False,False,
Los Angeles Clippers,27.0,42.0,40.0,41.0,41.0,0.04,0.11,0.15,110.3,110.2,0.1,98.7,0.299,0.314,0.564,0.527,13.2,23.5,0.222,0.52,12.6,76.1,0.203,STAPLES Center,697812.0,17020.0,2018,False,False,
